iter	Passed	Remaining
472	716	798
473	717	796
474	718	794
475	719	792
476	721	790
477	722	789
478	723	787
479	725	785
480	726	783
481	728	782
482	729	781
483	731	779
484	732	777
485	733	775
486	734	773
487	736	772
488	737	770
489	738	768
490	739	767
491	741	765
492	742	763
493	743	761
494	745	760
495	746	758
496	748	757
497	749	755
498	751	754
499	752	752
500	753	750
501	755	748
502	756	747
503	757	745
504	758	743
505	760	742
506	761	740
507	764	740
508	767	740
509	769	738
510	770	737
511	771	735
512	773	734
513	774	732
514	775	730
515	777	728
516	778	727
517	779	725
518	780	723
519	783	723
520	784	721
521	786	719
522	787	718
523	788	716
524	790	715
525	791	713
526	792	711
527	794	709
528	795	708
529	796	706
530	797	704
531	799	703
532	801	702
533	802	700
534	804	699
535	805	697
536	807	695
537	808	694
538	809	692
539	810	690
540	812	689
541	813	687
542	814	685
543	815	683
544	817	682
545	819	681
546	820	679
547	821	677
548	822	676
549	824	674
550	825	672
551	826	671
552	828	669
553	829	667
554	830	666
555	831	664
556	833	662
557	835	661
558	837	660
559	838	658
560	839	657
561	841	655
562	842	653
563	843	652
564	845	650
565	846	648
566	847	647
567	848	645
568	850	644
569	851	642
570	853	641
571	855	639
572	856	638
573	857	636
574	859	634
575	860	633
576	862	631
577	863	630
578	864	628
579	865	627
580	867	625
581	868	623
582	869	622
583	871	621
584	873	619
585	874	618
586	876	616
587	877	614
588	878	613
589	880	611
590	881	609
591	882	608
592	883	606
593	885	604
594	886	603
595	888	602
596	890	601
597	891	599
598	893	597
599	894	596
600	895	594
601	897	593
602	898	591
603	899	589
604	900	588
605	901	586
606	903	584
607	904	582
608	905	581
609	907	580
610	908	578
611	910	576
612	911	575
613	912	573
614	913	572
615	915	570
616	916	568
617	917	567
618	918	565
619	920	563
620	921	562
621	922	560
622	923	559
623	925	557
624	927	556
625	928	554
626	930	553
627	931	551
628	932	550
629	934	548
630	935	547
631	936	545
632	937	543
633	939	542
634	940	540
635	943	540
636	945	538
637	947	537
638	948	535
639	949	534
640	951	532
641	952	531
642	953	529
643	955	527
644	956	526
645	957	524
646	959	523
647	960	521
648	962	520
649	963	518
650	965	517
651	966	515
652	968	514
653	969	512
654	970	511
655	971	509
656	973	508
657	974	506
658	975	504
659	976	503
660	978	502
661	980	500
662	982	499
663	983	497
664	984	496
665	986	494
666	987	492
667	988	491
668	989	489
669	990	488
670	992	486
671	993	484
672	994	483
673	996	482
674	997	480
675	999	478
676	1000	477
677	1001	475
678	1002	474
679	1004	472
680	1005	470
681	1006	469
682	1007	467
683	1009	466
684	1010	464
685	1011	462
686	1013	461
687	1015	460
688	1016	458
689	1017	457
690	1019	455
691	1020	454
692	1021	452
693	1023	451
694	1024	449
695	1025	448
696	1026	446
697	1028	444
698	1029	443
699	1032	442
700	1033	440
701	1034	439
702	1036	437
703	1037	436
704	1038	434
705	1040	433
706	1041	431
707	1042	430
708	1043	428
709	1045	426
710	1046	425
711	1047	423
712	1049	422
713	1051	421
714	1052	419
715	1054	418
716	1055	416
717	1056	415
718	1057	413
719	1059	411
720	1060	410
721	1061	408
722	1062	407
723	1064	405
724	1065	404
725	1067	402
726	1069	401
727	1070	399
728	1071	398
729	1073	396
730	1074	395
731	1075	393
732	1077	392
733	1078	390
734	1080	389
735	1081	387
736	1082	386
737	1084	385
738	1086	383
739	1087	382
740	1088	380
741	1089	378
742	1090	377
743	1092	375
744	1093	374
745	1094	372
746	1096	371
747	1097	369
748	1098	368
749	1100	366
750	1101	365
751	1103	363
752	1104	362
753	1106	360
754	1107	359
755	1109	358
756	1110	356
757	1112	355
758	1113	353
759	1114	351
760	1115	350
761	1116	348
762	1118	347
763	1120	346
764	1121	344
765	1123	343
766	1125	341
767	1126	340
768	1128	338
769	1129	337
770	1131	335
771	1132	334
772	1134	333
773	1136	331
774	1139	330
775	1141	329
776	1143	328
777	1144	326
778	1146	325
779	1147	323
780	1149	322
781	1150	320
782	1151	319
783	1152	317
784	1154	316
785	1156	314
786	1157	313
787	1159	311
788	1160	310
789	1162	308
790	1163	307
791	1164	305
792	1166	304
793	1167	302
794	1168	301
795	1169	299
796	1171	298
797	1172	296
798	1174	295
799	1175	293
800	1176	292
801	1178	290
802	1179	289
803	1180	287
804	1181	286
805	1184	285
806	1185	283
807	1187	282
808	1188	280
809	1191	279
810	1193	278
811	1194	276
812	1196	275
813	1197	273
814	1198	272
815	1199	270
816	1201	269
817	1202	267
818	1203	266
819	1204	264
820	1206	262
821	1207	261
822	1210	260
823	1211	258
824	1212	257
825	1214	255
826	1215	254
827	1217	252
828	1218	251
829	1219	249
830	1220	248
831	1221	246
832	1223	245
833	1224	243
834	1226	242
835	1227	240
836	1229	239
837	1231	238
838	1232	236
839	1234	235
840	1236	233
841	1237	232
842	1238	230
843	1239	229
844	1240	227
845	1242	226
846	1245	224
847	1246	223
848	1248	221
849	1249	220
850	1251	219
851	1252	217
852	1254	216
853	1255	214
854	1256	213
855	1258	211
856	1259	210
857	1261	208
858	1263	207
859	1264	205
860	1266	204
861	1267	202
862	1268	201
863	1269	199
864	1271	198
865	1272	196
866	1273	195
867	1275	193
868	1276	192
869	1277	190
870	1279	189
871	1281	188
872	1282	186
873	1283	185
874	1285	183
875	1286	182
876	1288	180
877	1289	179
878	1290	177
879	1291	176
880	1293	174
881	1294	173
882	1295	171
883	1297	170
884	1299	168
885	1300	167
886	1301	165
887	1303	164
888	1304	162
889	1305	161
890	1307	159
891	1308	158
892	1309	156
893	1311	155
894	1312	153
895	1313	152
896	1315	151
897	1316	149
898	1318	148
899	1320	146
900	1321	145
901	1322	143
902	1324	142
903	1325	140
904	1326	139
905	1328	137
906	1329	136
907	1330	134
908	1331	133
909	1333	131
910	1335	130
911	1336	129
912	1338	127
913	1339	126
914	1341	124
915	1342	123
916	1343	121
917	1345	120
918	1346	118
919	1347	117
920	1348	115
921	1349	114
922	1351	112
923	1353	111
924	1354	109
925	1355	108
926	1357	106
927	1358	105
928	1359	103
929	1360	102
930	1362	100
931	1363	99
932	1364	98
933	1365	96
934	1367	95
935	1369	93
936	1371	92
937	1373	90
938	1374	89
939	1375	87
940	1377	86
941	1378	84
942	1379	83
943	1380	81
944	1382	80
945	1383	78
946	1384	77
947	1385	76
948	1387	74
949	1388	73
950	1390	71
951	1391	70
952	1392	68
953	1394	67
954	1395	65
955	1396	64
956	1397	62
957	1399	61
958	1400	59
959	1401	58
960	1402	56
961	1405	55
962	1406	54
963	1408	52
964	1409	51
965	1410	49
966	1412	48
967	1413	46
968	1414	45
969	1415	43
970	1417	42
971	1418	40
972	1419	39
973	1421	37
974	1423	36
975	1424	35
976	1426	33
977	1428	32
978	1429	30
979	1430	29
980	1431	27
981	1433	26
982	1434	24
983	1435	23
984	1437	21
985	1438	20
986	1440	18
987	1442	17
988	1443	16
989	1444	14
990	1446	13
991	1447	11
992	1449	10
993	1450	8
994	1451	7
995	1453	5
996	1454	4
997	1455	2
998	1458	1
999	1460	0
